obsolete	replacement
MONDO:0004839	MONDO:0016755
MONDO:0004850	MONDO:0020502
MONDO:0004870	MONDO:0006626
MONDO:0004887	MONDO:0019170
MONDO:0004906	MONDO:0009249
MONDO:0004908	MONDO:0018116
MONDO:0004912	MONDO:0020121
MONDO:0004914	MONDO:0017388
MONDO:0004915	MONDO:0005076
MONDO:0004916	MONDO:0006906
MONDO:0004921	MONDO:0017882
MONDO:0004935	MONDO:0021162
MONDO:0004945	MONDO:0015691
MONDO:0004954	MONDO:0007650
MONDO:0004955	MONDO:0000816
MONDO:0004968	MONDO:0018871
MONDO:0004978	MONDO:0042981
MONDO:0004998	MONDO:0018447
MONDO:0004999	MONDO:0008977
MONDO:0005000	MONDO:0017885
MONDO:0005014	MONDO:0016367
MONDO:0005018	MONDO:0018905
MONDO:0005022	MONDO:0005590
MONDO:0005024	MONDO:0004849
MONDO:0005038	MONDO:0003847
MONDO:0005054	MONDO:0008054
MONDO:0005064	MONDO:0004796
MONDO:0005069	MONDO:0016158
MONDO:0005088	MONDO:0008383
MONDO:0005107	MONDO:0018902
MONDO:0005158	MONDO:0005010
MONDO:0005162	MONDO:0005812
MONDO:0005171	MONDO:0020076
MONDO:0005199	MONDO:0018920
MONDO:0005205	MONDO:0007915
MONDO:0005209	MONDO:0000607
MONDO:0005218	MONDO:0003939
MONDO:0005222	MONDO:0004655
MONDO:0005225	MONDO:0020320
MONDO:0005226	MONDO:0019458
MONDO:0005228	MONDO:0020325
MONDO:0005234	MONDO:0019127
MONDO:0005237	MONDO:0020562
MONDO:0005239	MONDO:0020563
MONDO:0005241	MONDO:0006639
MONDO:0005243	MONDO:0018912
MONDO:0005245	MONDO:0003669
MONDO:0005259	MONDO:0100610
MONDO:0005261	MONDO:0005258
MONDO:0005263	MONDO:0002009
MONDO:0005268	MONDO:0007699
MONDO:0005270	MONDO:0020128
MONDO:0005273	MONDO:0019454
MONDO:0005274	MONDO:0019157
MONDO:0005285	MONDO:0008171
MONDO:0005317	MONDO:0004790
MONDO:0005329	MONDO:0016982
MONDO:0005330	MONDO:0016982
MONDO:0005331	MONDO:0019796
MONDO:0005332	MONDO:0006238
MONDO:0005337	MONDO:0005244
MONDO:0005343	MONDO:0006011
MONDO:0005353	MONDO:0005689
MONDO:0005360	MONDO:0006345
MONDO:0005368	MONDO:0008114
MONDO:0005370	MONDO:0015925
MONDO:0005378	MONDO:0019100
MONDO:0005389	MONDO:0018646
MONDO:0005390	MONDO:0007263
MONDO:0005400	MONDO:0000190
MONDO:0005403	MONDO:0018360
MONDO:0005409	MONDO:0007012
MONDO:0005410	MONDO:0020546
MONDO:0005415	MONDO:0015796
MONDO:0005421	MONDO:0001560
MONDO:0005422	MONDO:0004665
MONDO:0005423	MONDO:0000082
MONDO:0005427	MONDO:0004648
MONDO:0005428	MONDO:0008219
MONDO:0005431	MONDO:0019810
MONDO:0005442	MONDO:0005016
MONDO:0005443	MONDO:0005016
MONDO:0005444	MONDO:0011989
MONDO:0005450	MONDO:0007179
MONDO:0005455	MONDO:0019087
MONDO:0005456	MONDO:0018695
MONDO:0005457	MONDO:0003763
MONDO:0005458	MONDO:0019186
MONDO:0005472	MONDO:0019512
MONDO:0005474	MONDO:0005061
MONDO:0005513	MONDO:0009354
MONDO:0005521	MONDO:0019345
MONDO:0005529	MONDO:0009609
MONDO:0005540	MONDO:0002169
MONDO:0005547	MONDO:0016711
MONDO:0005548	MONDO:0002728
MONDO:0005553	MONDO:0001223
MONDO:0005562	MONDO:0043765
MONDO:0005573	MONDO:0007179
MONDO:0005577	MONDO:0019371
MONDO:0005587	MONDO:0018908
MONDO:0005600	MONDO:0002752
MONDO:0005603	MONDO:0005184
MONDO:0005604	MONDO:0018689
MONDO:0005612	MONDO:0003355
MONDO:0005622	MONDO:0018882
MONDO:0005633	MONDO:0019383
MONDO:0005637	MONDO:0019355
MONDO:0005646	MONDO:0015200
MONDO:0005653	MONDO:0016466
MONDO:0005666	MONDO:0015274
MONDO:0005681	MONDO:0015265
MONDO:0005685	MONDO:0019082
MONDO:0005686	MONDO:0021641
MONDO:0005702	MONDO:0015908
MONDO:0005703	MONDO:0015943
MONDO:0005713	MONDO:0017361
MONDO:0005719	MONDO:0020753
MONDO:0005726	MONDO:0015484
MONDO:0005727	MONDO:0018769
MONDO:0005731	MONDO:0005838
MONDO:0005732	MONDO:0015260
MONDO:0005733	MONDO:0015636
MONDO:0005735	MONDO:0016472
MONDO:0005760	MONDO:0021045
MONDO:0005781	MONDO:0017879
MONDO:0005782	MONDO:0008585
MONDO:0005793	MONDO:0015288
MONDO:0005795	MONDO:0018312
MONDO:0005816	MONDO:0019209
MONDO:0005818	MONDO:0019480
MONDO:0005839	MONDO:0020500
MONDO:0005840	MONDO:0020334
MONDO:0005860	MONDO:0019136
MONDO:0005869	MONDO:0019147
MONDO:0005877	MONDO:0017776
MONDO:0005882	MONDO:0017137
MONDO:0005889	MONDO:0005812
MONDO:0005897	MONDO:0018626
MONDO:0005924	MONDO:0019121
MONDO:0005926	MONDO:0017373
MONDO:0005930	MONDO:0017416
MONDO:0005931	MONDO:0016318
MONDO:0005934	MONDO:0019169
MONDO:0005935	MONDO:0017376
MONDO:0005948	MONDO:0018181
MONDO:0005951	MONDO:0018903
MONDO:0005955	MONDO:0019365
MONDO:0005958	MONDO:0006055
MONDO:0005992	MONDO:0019444
MONDO:0006016	MONDO:0019376
MONDO:0006017	MONDO:0019380
MONDO:0006020	MONDO:0019610
MONDO:0006023	MONDO:0016505
MONDO:0006048	MONDO:0019954
MONDO:0006051	MONDO:0025506
MONDO:0006057	MONDO:0000951
MONDO:0006063	MONDO:0019214
MONDO:0006064	MONDO:0009116
MONDO:0006070	MONDO:0010643
MONDO:0006072	MONDO:0003185
MONDO:0006080	MONDO:0017590
MONDO:0006083	MONDO:0017603
MONDO:0006084	MONDO:0006646
MONDO:0006089	MONDO:0018017
MONDO:0006099	MONDO:0019461
MONDO:0006100	MONDO:0002829
MONDO:0006101	MONDO:0004053
MONDO:0006110	MONDO:0002751
MONDO:0006113	MONDO:0004114
MONDO:0006114	MONDO:0002760
MONDO:0006127	MONDO:0000525
MONDO:0006129	MONDO:0002571
MONDO:0006147	MONDO:0015687
MONDO:0006148	MONDO:0019451
MONDO:0006171	MONDO:0002096
MONDO:0006175	MONDO:0018907
MONDO:0006177	MONDO:0002141
MONDO:0006194	MONDO:0002747
MONDO:0006204	MONDO:0008177
MONDO:0006205	MONDO:0021039
MONDO:0006236	MONDO:0003256
MONDO:0006240	MONDO:0002789
MONDO:0006242	MONDO:0018666
MONDO:0006251	MONDO:0016039
MONDO:0006252	MONDO:0004299
MONDO:0006253	MONDO:0004278
MONDO:0006259	MONDO:0015534
MONDO:0006263	MONDO:0018310
MONDO:0006269	MONDO:0004726
MONDO:0006293	MONDO:0005853
MONDO:0006296	MONDO:0019024
MONDO:0006299	MONDO:0001095
MONDO:0006305	MONDO:0003910
MONDO:0006310	MONDO:0004957
MONDO:0006318	MONDO:0016985
MONDO:0006319	MONDO:0016984
MONDO:0006331	MONDO:0003792
MONDO:0006332	MONDO:0003507
MONDO:0006333	MONDO:0003481
MONDO:0006334	MONDO:0003581
MONDO:0006338	MONDO:0011366
MONDO:0006341	MONDO:0003795
MONDO:0006342	MONDO:0003494
MONDO:0006361	MONDO:0008231
MONDO:0006370	MONDO:0016722
MONDO:0006371	MONDO:0016723
MONDO:0006376	MONDO:0004684
MONDO:0006379	MONDO:0003308
MONDO:0006384	MONDO:0018842
MONDO:0006399	MONDO:0002729
MONDO:0006415	MONDO:0003198
MONDO:0006425	MONDO:0002894
MONDO:0006431	MONDO:0019462
MONDO:0006433	MONDO:0019475
MONDO:0006434	MONDO:0007667
MONDO:0006437	MONDO:0016037
MONDO:0006439	MONDO:0019392
MONDO:0006440	MONDO:0020332
MONDO:0006441	MONDO:0019468
MONDO:0006443	MONDO:0002522
MONDO:0006445	MONDO:0003508
MONDO:0006448	MONDO:0018193
MONDO:0006449	MONDO:0003402
MONDO:0006453	MONDO:0004122
MONDO:0006454	MONDO:0003493
MONDO:0006457	MONDO:0016975
MONDO:0006461	MONDO:0015075
MONDO:0006465	MONDO:0011836
MONDO:0006472	MONDO:0003184
MONDO:0006473	MONDO:0001419
MONDO:0006492	MONDO:0002210
MONDO:0006494	MONDO:0003240
MONDO:0006495	MONDO:0017604
MONDO:0006501	MONDO:0002406
MONDO:0006503	MONDO:0016227
MONDO:0006508	MONDO:0016021
MONDO:0006511	MONDO:0000158
MONDO:0006518	MONDO:0016079
MONDO:0006529	MONDO:0019337
MONDO:0006535	MONDO:0018746
MONDO:0006538	MONDO:0015614
MONDO:0006542	MONDO:0018747
MONDO:0006562	MONDO:0010302
MONDO:0006568	MONDO:0018830
MONDO:0006575	MONDO:0016566
MONDO:0006587	MONDO:0018063
MONDO:0006588	MONDO:0010962
MONDO:0006623	MONDO:0017227
MONDO:0006627	MONDO:0019124
MONDO:0006628	MONDO:0017844
MONDO:0006657	MONDO:0009025
MONDO:0006661	MONDO:0009412
MONDO:0006667	MONDO:0020322
MONDO:0006675	MONDO:0004225
MONDO:0006689	MONDO:0100347
MONDO:0006691	MONDO:0020572
MONDO:0006695	MONDO:0007303
MONDO:0006697	MONDO:0021697
MONDO:0006703	MONDO:0018301
MONDO:0006707	MONDO:0024388
MONDO:0006719	MONDO:0009761
MONDO:0006724	MONDO:0019373
MONDO:0006725	MONDO:0000960
MONDO:0006750	MONDO:0018153
MONDO:0006756	MONDO:0019025
MONDO:0006768	MONDO:0001561
MONDO:0006772	MONDO:0010598
MONDO:0006775	MONDO:0000889
MONDO:0006776	MONDO:0018935
MONDO:0006785	MONDO:0019167
MONDO:0006788	MONDO:0020366
MONDO:0006818	MONDO:0006733
MONDO:0006819	MONDO:0018477
MONDO:0006822	MONDO:0003345
MONDO:0006832	MONDO:0016358
MONDO:0006852	MONDO:0018059
MONDO:0006860	MONDO:0003036
MONDO:0006867	MONDO:0019783
MONDO:0006870	MONDO:0017124
MONDO:0006885	MONDO:0017255
MONDO:0006902	MONDO:0015742
MONDO:0006906	MONDO:0024686
MONDO:0006910	MONDO:0020528
MONDO:0006911	MONDO:0020552
MONDO:0006914	MONDO:0017364
MONDO:0006928	MONDO:0100450
MONDO:0006942	MONDO:0017768
MONDO:0006943	MONDO:0019125
MONDO:0006954	MONDO:0017767
MONDO:0006958	MONDO:0019266
MONDO:0006959	MONDO:0018304
MONDO:0006985	MONDO:0007667
MONDO:0006991	MONDO:0019198
MONDO:0007003	MONDO:0019805
MONDO:0007010	MONDO:0020283
MONDO:0007026	MONDO:0013209
MONDO:0007063	MONDO:0002422
MONDO:0007065	MONDO:0020458
MONDO:0007069	MONDO:0018690
MONDO:0007076	MONDO:0018138
MONDO:0007081	MONDO:0015243
MONDO:0007117	MONDO:0033946
MONDO:0007140	MONDO:8000010
MONDO:0007146	MONDO:0008807
MONDO:0007196	MONDO:0001187
MONDO:0007255	MONDO:0005575
MONDO:0007262	MONDO:0006689
MONDO:0007291	MONDO:0031037
MONDO:0007292	MONDO:0017388
MONDO:0007299	MONDO:0019349
MONDO:0007324	MONDO:0001595
MONDO:0007326	MONDO:0700089
MONDO:0007394	MONDO:0009031
MONDO:0007419	MONDO:0007418
MONDO:0007455	MONDO:0005148
MONDO:0007484	MONDO:0000736
MONDO:0007494	MONDO:0100352
MONDO:0007575	MONDO:0017851
MONDO:0007582	MONDO:0019570
MONDO:0007596	MONDO:0010602
MONDO:0007611	MONDO:0000200
MONDO:0007613	MONDO:0006761
MONDO:0007632	MONDO:0002399
MONDO:0007658	MONDO:0044793
MONDO:0007665	MONDO:0100553
MONDO:0007684	MONDO:0010600
MONDO:0007703	MONDO:0009327
MONDO:0007736	MONDO:0011382
MONDO:0007749	MONDO:0000212
MONDO:0007780	MONDO:0800025
MONDO:0007786	MONDO:0016381
MONDO:0007798	MONDO:1010154
MONDO:0007806	MONDO:0100522
MONDO:0007815	MONDO:0007818
MONDO:0007828	MONDO:0958106
MONDO:0007889	MONDO:0021582
MONDO:0007897	MONDO:0004948
MONDO:0007903	MONDO:0018875
MONDO:0007926	MONDO:0100280
MONDO:0007928	MONDO:0007954
MONDO:0007929	MONDO:0007954
MONDO:0007954	MONDO:0015912
MONDO:0007960	MONDO:0100354
MONDO:0007978	MONDO:0006292
MONDO:0008032	MONDO:0012215
MONDO:0008033	MONDO:0021569
MONDO:0008042	MONDO:0008945
MONDO:0008077	MONDO:0018975
MONDO:0008112	MONDO:0015397
MONDO:0008117	MONDO:0020793
MONDO:0008120	MONDO:0016163
MONDO:0008122	MONDO:0011781
MONDO:0008144	MONDO:0017178
MONDO:0008279	MONDO:0021055
MONDO:0008284	MONDO:0017790
MONDO:0008360	MONDO:0017985
MONDO:0008370	MONDO:0009979
MONDO:0008413	MONDO:0005090
MONDO:0008415	MONDO:0010505
MONDO:0008431	MONDO:0018382
MONDO:0008448	MONDO:0012215
MONDO:0008480	MONDO:0031169
MONDO:0008539	MONDO:0016675
MONDO:0008549	MONDO:0979242
MONDO:0008550	MONDO:0008551
MONDO:0008631	MONDO:0018470
MONDO:0008646	MONDO:0100316
MONDO:0008656	MONDO:8000018
MONDO:0008657	MONDO:0007447
MONDO:0008664	MONDO:0006928
MONDO:0008674	MONDO:0023880
MONDO:0008784	MONDO:0020108
MONDO:0008804	MONDO:0010530
MONDO:0008805	MONDO:0017991
MONDO:0008820	MONDO:0014243
MONDO:0008851	MONDO:0005260
MONDO:0008852	MONDO:0800026
MONDO:0008897	MONDO:0100251
MONDO:0008929	MONDO:0023910
MONDO:0008940	MONDO:0013722
MONDO:0008942	MONDO:0011781
MONDO:0008952	MONDO:0031329
MONDO:0008956	MONDO:0009744
MONDO:0008987	MONDO:0007329
MONDO:0008997	MONDO:0019569
MONDO:0009004	MONDO:0014353
MONDO:0009011	MONDO:0015167
MONDO:0009023	MONDO:0000902
MONDO:0009027	MONDO:0007402
MONDO:0009065	MONDO:0100151
MONDO:0009068	MONDO:0033885
MONDO:0009078	MONDO:0002441
MONDO:0009096	MONDO:0800027
MONDO:0009116	MONDO:0100345
MONDO:0009160	MONDO:0016002
MONDO:0009245	MONDO:0100339
MONDO:0009278	MONDO:0012382
MONDO:0009289	MONDO:0009288
MONDO:0009304	MONDO:0012853
MONDO:0009314	MONDO:0100186
MONDO:0009316	MONDO:0022316
MONDO:0009322	MONDO:0006778
MONDO:0009325	MONDO:0100229
MONDO:0009410	MONDO:0015129
MONDO:0009427	MONDO:1010169
MONDO:0009428	MONDO:1010168
MONDO:0009466	MONDO:0023961
MONDO:0009494	MONDO:0008774
MONDO:0009510	MONDO:0100211
MONDO:0009586	MONDO:0013621
MONDO:0009639	MONDO:0016825
MONDO:0009640	MONDO:0100223
MONDO:0009641	MONDO:0100294
MONDO:0009651	MONDO:0018931
MONDO:0009700	MONDO:0031415
MONDO:0009730	MONDO:0009738
MONDO:0009739	MONDO:0024457
MONDO:0009799	MONDO:0016620
MONDO:0009812	MONDO:0009821
MONDO:0009819	MONDO:0019409
MONDO:0009834	MONDO:0009479
MONDO:0009977	MONDO:0800166
MONDO:0009981	MONDO:0008377
MONDO:0009989	MONDO:0100288
MONDO:0009991	MONDO:0019107
MONDO:0009997	MONDO:0100253
MONDO:0010009	MONDO:0100282
MONDO:0010059	MONDO:0014806
MONDO:0010061	MONDO:0013931
MONDO:0010071	MONDO:0011939
MONDO:0010107	MONDO:8000017
MONDO:0010119	MONDO:0031332
MONDO:0010143	MONDO:0800042
MONDO:0010195	MONDO:0008490
MONDO:0010202	MONDO:0010518
MONDO:0010204	MONDO:0800449
MONDO:0010205	MONDO:0019148
MONDO:0010240	MONDO:0019154
MONDO:0010272	MONDO:0010327
MONDO:0010291	MONDO:0019154
MONDO:0010303	MONDO:0000170
MONDO:0010345	MONDO:0017304
MONDO:0010346	MONDO:0010317
MONDO:0010357	MONDO:0010656
MONDO:0010368	MONDO:0010386
MONDO:0010372	MONDO:0030914
MONDO:0010376	MONDO:0010407
MONDO:0010387	MONDO:0010386
MONDO:0010394	MONDO:0010275
MONDO:0010419	MONDO:0020721
MONDO:0010445	MONDO:0018945
MONDO:0010470	MONDO:0014343
MONDO:0010513	MONDO:0010258
MONDO:0010527	MONDO:0010671
MONDO:0010530	MONDO:0001046
MONDO:0010553	MONDO:0010549
MONDO:0010593	MONDO:0015942
MONDO:0010595	MONDO:0056795
MONDO:0010609	MONDO:0016294
MONDO:0010616	MONDO:0009421
MONDO:0010624	MONDO:0100213
MONDO:0010666	MONDO:0010758
MONDO:0010701	MONDO:0010578
MONDO:0010715	MONDO:0010720
MONDO:0010724	MONDO:0000910
MONDO:0010760	MONDO:0009826
MONDO:0010766	MONDO:0100250
MONDO:0010783	MONDO:0100295
MONDO:0010845	MONDO:0007954
MONDO:0010892	MONDO:0000863
MONDO:0010934	MONDO:0000912
MONDO:0010935	MONDO:0015353
MONDO:0010957	MONDO:0032738
MONDO:0010975	MONDO:0011484
MONDO:0011108	MONDO:0800043
MONDO:0011127	MONDO:0100344
MONDO:0011140	MONDO:0011904
MONDO:0011271	MONDO:0100100
MONDO:0011278	MONDO:0018805
MONDO:0011292	MONDO:0004980
MONDO:0011293	MONDO:0004743
MONDO:0011324	MONDO:0008885
MONDO:0011328	MONDO:0018098
MONDO:0011329	MONDO:0033613
MONDO:0011333	MONDO:0014165
MONDO:0011379	MONDO:0008073
MONDO:0011380	MONDO:0800448
MONDO:0011394	MONDO:0018855
MONDO:0011447	MONDO:0000215
MONDO:0011495	MONDO:0018310
MONDO:0011499	MONDO:0014700
MONDO:0011515	MONDO:0017884
MONDO:0011526	MONDO:0007954
MONDO:0011623	MONDO:0018996
MONDO:0011643	MONDO:0100164
MONDO:0011645	MONDO:0018815
MONDO:0011649	MONDO:0800268
MONDO:0011665	MONDO:0016532
MONDO:0011666	MONDO:0018911
MONDO:0011692	MONDO:0024538
MONDO:0011707	MONDO:0800028
MONDO:0011769	MONDO:0019625
MONDO:0011791	MONDO:0019588
MONDO:0011794	MONDO:0100135
MONDO:0011859	MONDO:0011362
MONDO:0011865	MONDO:0008289
MONDO:0011878	MONDO:0007764
MONDO:0011893	MONDO:0011226
MONDO:0011905	MONDO:0031446
MONDO:0011910	MONDO:0019947
MONDO:0011940	MONDO:0000070
MONDO:0011947	MONDO:0024633
MONDO:0011961	MONDO:0044720
MONDO:0012017	MONDO:0700325
MONDO:0012018	MONDO:0008409
MONDO:0012026	MONDO:0018959
MONDO:0012065	MONDO:0018229
MONDO:0012070	MONDO:0013753
MONDO:0012189	MONDO:0018274
MONDO:0012201	MONDO:0011806
MONDO:0012234	MONDO:0007903
MONDO:0012279	MONDO:0009690
MONDO:0012281	MONDO:0008523
MONDO:0012332	MONDO:0800046
MONDO:0012356	MONDO:0008073
MONDO:0012372	MONDO:0007617
MONDO:0012461	MONDO:0011846
MONDO:0012560	MONDO:0011888
MONDO:0012616	MONDO:0013676
MONDO:0012632	MONDO:0011401
MONDO:0012633	MONDO:0005136
MONDO:0012647	MONDO:0011891
MONDO:0012649	MONDO:0044871
MONDO:0013019	MONDO:0019666
MONDO:0013126	MONDO:0000909
MONDO:0013141	MONDO:0800046
MONDO:0013270	MONDO:0100040
MONDO:0013346	MONDO:0100215
MONDO:0013347	MONDO:0001056
MONDO:0013399	MONDO:0000911
MONDO:0013451	MONDO:0011835
MONDO:0013494	MONDO:0100226
MONDO:0013596	MONDO:0008060
MONDO:0013617	MONDO:0013357
MONDO:0013647	MONDO:0031481
MONDO:0013667	MONDO:0018881
MONDO:0013676	MONDO:0100255
MONDO:0013701	MONDO:0016396
MONDO:0013736	MONDO:0008048
MONDO:0013804	MONDO:0007617
MONDO:0013809	MONDO:0044720
MONDO:0013816	MONDO:0019014
MONDO:0013850	MONDO:0044660
MONDO:0013861	MONDO:0010936
MONDO:0013935	MONDO:0012273
MONDO:0013958	MONDO:0009194
MONDO:0014109	MONDO:0800044
MONDO:0014129	MONDO:0011076
MONDO:0014188	MONDO:0024568
MONDO:0014279	MONDO:0000908
MONDO:0014315	MONDO:0017400
MONDO:0014463	MONDO:0000208
MONDO:0014554	MONDO:0024189
MONDO:0014610	MONDO:0009477
MONDO:0014655	MONDO:0034022
MONDO:0014695	MONDO:0014368
MONDO:0014721	MONDO:0000913
MONDO:0014761	MONDO:0800045
MONDO:0014812	MONDO:0018820
MONDO:0014834	MONDO:0044637
MONDO:0014849	MONDO:0012091
MONDO:0014852	MONDO:0014089
MONDO:0014866	MONDO:0044640
MONDO:0014897	MONDO:0024193
MONDO:0014913	MONDO:0044300
MONDO:0014964	MONDO:0044646
MONDO:0014978	MONDO:1010200
MONDO:0014988	MONDO:0044723
MONDO:0015058	MONDO:0006015
MONDO:0015076	MONDO:0021360
MONDO:0015077	MONDO:0021227
MONDO:0015078	MONDO:0024503
MONDO:0015080	MONDO:0005197
MONDO:0015098	MONDO:0010029
MONDO:0015105	MONDO:0024472
MONDO:0015106	MONDO:0000001
MONDO:0015107	MONDO:0005328
MONDO:0015112	MONDO:0002356
MONDO:0015113	MONDO:0000001
MONDO:0015114	MONDO:0000001
MONDO:0015115	MONDO:0005066
MONDO:0015116	MONDO:0004868
MONDO:0015117	MONDO:0002514
MONDO:0015120	MONDO:0000001
MONDO:0015121	MONDO:0021220
MONDO:0015122	MONDO:0005015
MONDO:0015123	MONDO:0002525
MONDO:0015124	MONDO:0005495
MONDO:0015125	MONDO:0003240
MONDO:0015138	MONDO:0003778
MONDO:0015139	MONDO:0005027
MONDO:0015142	MONDO:0000437
MONDO:0015143	MONDO:0005395
MONDO:0015154	MONDO:0006956
MONDO:0015155	MONDO:0001195
MONDO:0015156	MONDO:0001246
MONDO:0015162	MONDO:0000508
MONDO:0015184	MONDO:0021189
MONDO:0015186	MONDO:0021118
MONDO:0015187	MONDO:0005265
MONDO:0015189	MONDO:0003198
MONDO:0015190	MONDO:0003360
MONDO:0015202	MONDO:0005661
MONDO:0015223	MONDO:0002280
MONDO:0015224	MONDO:0029000
MONDO:0015238	MONDO:0011323
MONDO:0015242	MONDO:0005657
MONDO:0015245	MONDO:0005020
MONDO:0015251	MONDO:0005662
MONDO:0015258	MONDO:0005498
MONDO:0015266	MONDO:0005683
MONDO:0015276	MONDO:0008315
MONDO:0015287	MONDO:0005198
MONDO:0015309	MONDO:0000107
MONDO:0015328	MONDO:0005497
MONDO:0015373	MONDO:0009964
MONDO:0015398	MONDO:0015397
MONDO:0015423	MONDO:0006468
MONDO:0015429	MONDO:0022737
MONDO:0015442	MONDO:0003582
MONDO:0015444	MONDO:0007340
MONDO:0015456	MONDO:0005077
MONDO:0015460	MONDO:0006639
MONDO:0015470	MONDO:0700335
MONDO:0015472	MONDO:0005724
MONDO:0015507	MONDO:0005154
MONDO:0015510	MONDO:0005087
MONDO:0015511	MONDO:0021145
MONDO:0015513	MONDO:0005151
MONDO:0015522	MONDO:0018677
MONDO:0015549	MONDO:0005570
MONDO:0015561	MONDO:0020334
MONDO:0015563	MONDO:0010563
MONDO:0015575	MONDO:0005113
MONDO:0015576	MONDO:0005108
MONDO:0015577	MONDO:0005135
MONDO:0015578	MONDO:0002041
MONDO:0015582	MONDO:0024575
MONDO:0015598	MONDO:0013626
MONDO:0015615	MONDO:0004335
MONDO:0015616	MONDO:0005020
MONDO:0015618	MONDO:0002356
MONDO:0015621	MONDO:0000001
MONDO:0015633	MONDO:0010535
MONDO:0015670	MONDO:0004994
MONDO:0015671	MONDO:0005504
MONDO:0015673	MONDO:0021209
MONDO:0015676	MONDO:0000193
MONDO:0015680	MONDO:0000594
MONDO:0015684	MONDO:0005512
MONDO:0015685	MONDO:0006363
MONDO:0015693	MONDO:0005710
MONDO:0015747	MONDO:0012189
MONDO:0015750	MONDO:0008771
MONDO:0015754	MONDO:0008058
MONDO:0015815	MONDO:0006383
MONDO:0015862	MONDO:0005440
MONDO:0015865	MONDO:0000645
MONDO:0015866	MONDO:0002158
MONDO:0015868	MONDO:0021100
MONDO:0015869	MONDO:0000620
MONDO:0015870	MONDO:0007254
MONDO:0015872	MONDO:0004150
MONDO:0015882	MONDO:0021040
MONDO:0015886	MONDO:0005147
MONDO:0015893	MONDO:0005420
MONDO:0015894	MONDO:0004425
MONDO:0015896	MONDO:0001220
MONDO:0015897	MONDO:0001741
MONDO:0015899	MONDO:0001422
MONDO:0015901	MONDO:0021187
MONDO:0015904	MONDO:0000001
MONDO:0015906	MONDO:0000001
MONDO:0015910	MONDO:0003664
MONDO:0015911	MONDO:0003664
MONDO:0015917	MONDO:0100342
MONDO:0015918	MONDO:0005559
MONDO:0015931	MONDO:0005070
MONDO:0015936	MONDO:0002082
MONDO:0015940	MONDO:0005554
MONDO:0015946	MONDO:0000001
MONDO:0015948	MONDO:0000001
MONDO:0015949	MONDO:0000001
MONDO:0015952	MONDO:0024237
MONDO:0015954	MONDO:0021146
MONDO:0015955	MONDO:0005027
MONDO:0015956	MONDO:0000557
MONDO:0015957	MONDO:0005395
MONDO:0015958	MONDO:0005381
MONDO:0015959	MONDO:0005070
MONDO:0015960	MONDO:0021147
MONDO:0015969	MONDO:0003240
MONDO:0015971	MONDO:0005495
MONDO:0015972	MONDO:0002280
MONDO:0015973	MONDO:0021181
MONDO:0015980	MONDO:0002263
MONDO:0015982	MONDO:0001071
MONDO:0015983	MONDO:0000508
MONDO:0015984	MONDO:0005046
MONDO:0015989	MONDO:0010753
MONDO:0015992	MONDO:0000455
MONDO:0015996	MONDO:0001956
MONDO:0016021	MONDO:0800491
MONDO:0016022	MONDO:0800491
MONDO:0016023	MONDO:0001476
MONDO:0016025	MONDO:0014633
MONDO:0016036	MONDO:0004684
MONDO:0016050	MONDO:0011841
MONDO:0016061	MONDO:0012350
MONDO:0016074	MONDO:0005164
MONDO:0016076	MONDO:0005761
MONDO:0016084	MONDO:0009044
MONDO:0016119	MONDO:0009637
MONDO:0016173	MONDO:0700415
MONDO:0016174	MONDO:0700416
MONDO:0016212	MONDO:0005725
MONDO:0016228	MONDO:0024296
MONDO:0016234	MONDO:0001256
MONDO:0016245	MONDO:0008170
MONDO:0016246	MONDO:0002752
MONDO:0016250	MONDO:0004988
MONDO:0016251	MONDO:0003185
MONDO:0016252	MONDO:0002715
MONDO:0016253	MONDO:0004992
MONDO:0016257	MONDO:0002878
MONDO:0016261	MONDO:0005210
MONDO:0016265	MONDO:0006745
MONDO:0016274	MONDO:0002974
MONDO:0016275	MONDO:0005153
MONDO:0016278	MONDO:0002877
MONDO:0016279	MONDO:0002876
MONDO:0016286	MONDO:0006133
MONDO:0016287	MONDO:0006132
MONDO:0016288	MONDO:0004542
MONDO:0016300	MONDO:0000153
MONDO:0016313	MONDO:0005086
MONDO:0016314	MONDO:0005192
MONDO:0016317	MONDO:0021081
MONDO:0016324	MONDO:0005045
MONDO:0016339	MONDO:0005201
MONDO:0016347	MONDO:0007263
MONDO:0016352	MONDO:0700418
MONDO:0016355	MONDO:0700419
MONDO:0016363	MONDO:0006507
MONDO:0016388	MONDO:0021054
MONDO:0016389	MONDO:0005062
MONDO:0016393	MONDO:0011323
MONDO:0016415	MONDO:0000133
MONDO:0016427	MONDO:0005706
MONDO:0016465	MONDO:0009465
MONDO:0016517	MONDO:0005385
MONDO:0016519	MONDO:0000136
MONDO:0016538	MONDO:0011669
MONDO:0016569	MONDO:0002013
MONDO:0016585	MONDO:0005838
MONDO:0016590	MONDO:0005220
MONDO:0016597	MONDO:0013626
MONDO:0016606	MONDO:0700424
MONDO:0016623	MONDO:0001639
MONDO:0016627	MONDO:0002243
MONDO:0016640	MONDO:0000845
MONDO:0016645	MONDO:0023370
MONDO:0016676	MONDO:0011174
MONDO:0016679	MONDO:0021193
MONDO:0016694	MONDO:0006372
MONDO:0016714	MONDO:0005035
