obsolete	replacement
MONDO:0016716	MONDO:0003144
MONDO:0016720	MONDO:0002684
MONDO:0016725	MONDO:0006369
MONDO:0016728	MONDO:0006131
MONDO:0016732	MONDO:0005505
MONDO:0016737	MONDO:0005033
MONDO:0016741	MONDO:0002718
MONDO:0016753	MONDO:0002546
MONDO:0016754	MONDO:0001569
MONDO:0016766	MONDO:0006572
MONDO:0016805	MONDO:0000066
MONDO:0016808	MONDO:0014943
MONDO:0016813	MONDO:0005846
MONDO:0016849	MONDO:0009726
MONDO:0016886	MONDO:0022762
MONDO:0016891	MONDO:0008013
MONDO:0016895	MONDO:0022754
MONDO:0016896	MONDO:0007800
MONDO:0016900	MONDO:0022756
MONDO:0016916	MONDO:0011147
MONDO:0016920	MONDO:0022760
MONDO:0016926	MONDO:0000127
MONDO:0016946	MONDO:0016526
MONDO:0016962	MONDO:0022173
MONDO:0016963	MONDO:0022177
MONDO:0016973	MONDO:0002588
MONDO:0016992	MONDO:0024548
MONDO:0017049	MONDO:0700428
MONDO:0017099	MONDO:0001347
MONDO:0017115	MONDO:0000110
MONDO:0017125	MONDO:0010261
MONDO:0017132	MONDO:0007100
MONDO:0017147	MONDO:0001999
MONDO:0017208	MONDO:0006806
MONDO:0017253	MONDO:0006651
MONDO:0017254	MONDO:0001280
MONDO:0017288	MONDO:0100216
MONDO:0017293	MONDO:0004114
MONDO:0017308	MONDO:0012427
MONDO:0017333	MONDO:0700282
MONDO:0017358	MONDO:0000688
MONDO:0017367	MONDO:0008260
MONDO:0017371	MONDO:0005586
MONDO:0017374	MONDO:0011348
MONDO:0017412	MONDO:0013363
MONDO:0017414	MONDO:0005073
MONDO:0017605	MONDO:0003266
MONDO:0017606	MONDO:0005769
MONDO:0017608	MONDO:0006543
MONDO:0017632	MONDO:0024477
MONDO:0017644	MONDO:0005395
MONDO:0017645	MONDO:0005395
MONDO:0017650	MONDO:0005395
MONDO:0017660	MONDO:0021095
MONDO:0017664	MONDO:0017663
MONDO:0017681	MONDO:0017851
MONDO:0017702	MONDO:0010613
MONDO:0017707	MONDO:0002525
MONDO:0017751	MONDO:0005942
MONDO:0017777	MONDO:0006941
MONDO:0017796	MONDO:0006079
MONDO:0017797	MONDO:0021192
MONDO:0017821	MONDO:0003429
MONDO:0017848	MONDO:0022174
MONDO:0017873	MONDO:0005737
MONDO:0017883	MONDO:0003010
MONDO:0017889	MONDO:0003011
MONDO:0017908	MONDO:0017658
MONDO:0017911	MONDO:0009151
MONDO:0017938	MONDO:0010560
MONDO:0017959	MONDO:0009726
MONDO:0017960	MONDO:0009726
MONDO:0017982	MONDO:0009356
MONDO:0018012	MONDO:0005526
MONDO:0018049	MONDO:0005055
MONDO:0018052	MONDO:0008572
MONDO:0018057	MONDO:0005988
MONDO:0018074	MONDO:0001444
MONDO:0018080	MONDO:0005040
MONDO:0018099	MONDO:0005116
MONDO:0018139	MONDO:0006606
MONDO:0018140	MONDO:0006687
MONDO:0018176	MONDO:0000087
MONDO:0018179	MONDO:0001881
MONDO:0018194	MONDO:0003125
MONDO:0018195	MONDO:0002873
MONDO:0018196	MONDO:0010108
MONDO:0018222	MONDO:0010402
MONDO:0018238	MONDO:0005381
MONDO:0018251	MONDO:0700291
MONDO:0018272	MONDO:0003795
MONDO:0018275	MONDO:0018274
MONDO:0018279	MONDO:1040033
MONDO:0018297	MONDO:0014176
MONDO:0018300	MONDO:0016525
MONDO:0018303	MONDO:0000476
MONDO:0018313	MONDO:0006486
MONDO:0018331	MONDO:0044807
MONDO:0018335	MONDO:0021660
MONDO:0018337	MONDO:0700371
MONDO:0018347	MONDO:0010656
MONDO:0018348	MONDO:0014389
MONDO:0018350	MONDO:0001325
MONDO:0018351	MONDO:0002653
MONDO:0018366	MONDO:0005601
MONDO:0018367	MONDO:0006045
MONDO:0018372	MONDO:0005380
MONDO:0018399	MONDO:0018398
MONDO:0018404	MONDO:0005372
MONDO:0018410	MONDO:0021124
MONDO:0018415	MONDO:0005802
MONDO:0018427	MONDO:0006210
MONDO:0018441	MONDO:0005789
MONDO:0018452	MONDO:0013626
MONDO:0018466	MONDO:0008199
MONDO:0018478	MONDO:0002474
MONDO:0018482	MONDO:0006230
MONDO:0018497	MONDO:0001292
MONDO:0018501	MONDO:0004950
MONDO:0018505	MONDO:0004251
MONDO:0018508	MONDO:0005522
MONDO:0018512	MONDO:0024479
MONDO:0018514	MONDO:0024476
MONDO:0018517	MONDO:0007108
MONDO:0018518	MONDO:0002735
MONDO:0018519	MONDO:0004132
MONDO:0018522	MONDO:0006346
MONDO:0018524	MONDO:0004285
MONDO:0018526	MONDO:0003630
MONDO:0018527	MONDO:0006479
MONDO:0018557	MONDO:0001292
MONDO:0018568	MONDO:0054559
MONDO:0018578	MONDO:0000044
MONDO:0018580	MONDO:1060108
MONDO:0018584	MONDO:0005919
MONDO:0018619	MONDO:0005803
MONDO:0018622	MONDO:0005563
MONDO:0018641	MONDO:0100245
MONDO:0018650	MONDO:0014225
MONDO:0018651	MONDO:0060562
MONDO:0018691	MONDO:0006335
MONDO:0018693	MONDO:0006825
MONDO:0018704	MONDO:0005631
MONDO:0018706	MONDO:0054741
MONDO:0018707	MONDO:0005006
MONDO:0018726	MONDO:0003832
MONDO:0018728	MONDO:0016231
MONDO:0018750	MONDO:0010480
MONDO:0018758	MONDO:0011827
MONDO:0018773	MONDO:0976133
MONDO:0018774	MONDO:0014355
MONDO:0018782	MONDO:0700264
MONDO:0018785	MONDO:0004187
MONDO:0018786	MONDO:0032814
MONDO:0018799	MONDO:0000001
MONDO:0018812	MONDO:0044300
MONDO:0018819	MONDO:0009526
MONDO:0018823	MONDO:0010500
MONDO:0018825	MONDO:0014632
MONDO:0018834	MONDO:0014877
MONDO:0018836	MONDO:0006614
MONDO:0018859	MONDO:0009723
MONDO:0018862	MONDO:0005692
MONDO:0018863	MONDO:0005825
MONDO:0018867	MONDO:0009563
MONDO:0018886	MONDO:0005828
MONDO:0018887	MONDO:0005282
MONDO:0018888	MONDO:0000733
MONDO:0018909	MONDO:0005823
MONDO:0018915	MONDO:0006913
MONDO:0018917	MONDO:0007947
MONDO:0018928	MONDO:0005154
MONDO:0018934	MONDO:0001586
MONDO:0018966	MONDO:0000050
MONDO:0018970	MONDO:0006558
MONDO:0018985	MONDO:0005991
MONDO:0018986	MONDO:0005058
MONDO:0018990	MONDO:0005933
MONDO:0019001	MONDO:0011841
MONDO:0019014	MONDO:0100296
MONDO:0019021	MONDO:0006906
MONDO:0019030	MONDO:0005629
MONDO:0019041	MONDO:0005070
MONDO:0019043	MONDO:0005093
MONDO:0019045	MONDO:0003406
MONDO:0019047	MONDO:0005365
MONDO:0019048	MONDO:0005385
MONDO:0019049	MONDO:0003441
MONDO:0019051	MONDO:0002561
MONDO:0019055	MONDO:0004069
MONDO:0019057	MONDO:0001713
MONDO:0019059	MONDO:0021095
MONDO:0019062	MONDO:0005550
MONDO:0019069	MONDO:0002728
MONDO:0019070	MONDO:0005060
MONDO:0019081	MONDO:0008757
MONDO:0019089	MONDO:0006502
MONDO:0019090	MONDO:0006851
MONDO:0019096	MONDO:0005149
MONDO:0019099	MONDO:0006424
MONDO:0019106	MONDO:0006183
MONDO:0019110	MONDO:0020676
MONDO:0019123	MONDO:0800501
MONDO:0019135	MONDO:0005894
MONDO:0019163	MONDO:0009925
MONDO:0019166	MONDO:0005974
MONDO:0019176	MONDO:0008596
MONDO:0019184	MONDO:0005645
MONDO:0019185	MONDO:0005212
MONDO:0019206	MONDO:0008562
MONDO:0019217	MONDO:0004739
MONDO:0019221	MONDO:0000456
MONDO:0019224	MONDO:0000698
MONDO:0019244	MONDO:0002412
MONDO:0019247	MONDO:0001807
MONDO:0019273	MONDO:0006602
MONDO:0019279	MONDO:0004907
MONDO:0019291	MONDO:0021154
MONDO:0019298	MONDO:0005492
MONDO:0019302	MONDO:0010674
MONDO:0019331	MONDO:0000827
MONDO:0019341	MONDO:0001734
MONDO:0019343	MONDO:0005854
MONDO:0019352	MONDO:0005968
MONDO:0019361	MONDO:0005677
MONDO:0019363	MONDO:0000330
MONDO:0019379	MONDO:0005969
MONDO:0019381	MONDO:0005736
MONDO:0019382	MONDO:0005708
MONDO:0019398	MONDO:0100100
MONDO:0019400	MONDO:0003669
MONDO:0019425	MONDO:0010574
MONDO:0019442	MONDO:0005715
MONDO:0019459	MONDO:0006861
MONDO:0019477	MONDO:0004977
MONDO:0019481	MONDO:0005764
MONDO:0019482	MONDO:0004380
MONDO:0019486	MONDO:0100566
MONDO:0019491	MONDO:0001071
MONDO:0019492	MONDO:0007608
MONDO:0019495	MONDO:0005744
MONDO:0019510	MONDO:0020726
MONDO:0019511	MONDO:0008073
MONDO:0019515	MONDO:0001627
MONDO:0019519	MONDO:0005093
MONDO:0019523	MONDO:0000171
MONDO:0019539	MONDO:0006952
MONDO:0019564	MONDO:0005100
MONDO:0019566	MONDO:0007864
MONDO:0019592	MONDO:0002145
MONDO:0019598	MONDO:0010383
MONDO:0019616	MONDO:0002999
MONDO:0019663	MONDO:0013127
MONDO:0019664	MONDO:0013127
MONDO:0019683	MONDO:0021651
MONDO:0019684	MONDO:0005381
MONDO:0019686	MONDO:0022800
MONDO:0019687	MONDO:0800087
MONDO:0019700	MONDO:0800086
MONDO:0019703	MONDO:0800084
MONDO:0019706	MONDO:0800088
MONDO:0019708	MONDO:0800089
MONDO:0019710	MONDO:0800085
MONDO:0019715	MONDO:0800095
MONDO:0019749	MONDO:0021163
MONDO:0019750	MONDO:0005240
MONDO:0019775	MONDO:0010663
MONDO:0019777	MONDO:0010663
MONDO:0019778	MONDO:0010663
MONDO:0019785	MONDO:0013256
MONDO:0019812	MONDO:0007001
MONDO:0019842	MONDO:0006908
MONDO:0019850	MONDO:0000088
MONDO:0019863	MONDO:0011812
MONDO:0019946	MONDO:0009009
MONDO:0019958	MONDO:0005048
MONDO:0019961	MONDO:0006976
MONDO:0019965	MONDO:0000646
MONDO:0019966	MONDO:0005979
MONDO:0019968	MONDO:0004241
MONDO:0019974	MONDO:0001945
MONDO:0019996	MONDO:0005267
MONDO:0019997	MONDO:0000001
MONDO:0020000	MONDO:0005087
MONDO:0020002	MONDO:0000001
MONDO:0020003	MONDO:0000001
MONDO:0020004	MONDO:0005328
MONDO:0020005	MONDO:0005151
MONDO:0020006	MONDO:0005570
MONDO:0020008	MONDO:0005046
MONDO:0020009	MONDO:0005071
MONDO:0020011	MONDO:0021146
MONDO:0020015	MONDO:0004995
MONDO:0020017	MONDO:0024623
MONDO:0020024	MONDO:0005047
MONDO:0020025	MONDO:0005372
MONDO:0020026	MONDO:0021124
MONDO:0020027	MONDO:0005271
MONDO:0020028	MONDO:0000771
MONDO:0020029	MONDO:0005267
MONDO:0020030	MONDO:0005240
MONDO:0020031	MONDO:0005070
MONDO:0020032	MONDO:0021066
MONDO:0020033	MONDO:0021223
MONDO:0020034	MONDO:0020641
MONDO:0020036	MONDO:0021248
MONDO:0020037	MONDO:0021148
MONDO:0020079	MONDO:0004959
MONDO:0020080	MONDO:0006247
MONDO:0020085	MONDO:0007950
MONDO:0020086	MONDO:0002429
MONDO:0020100	MONDO:0003664
MONDO:0020114	MONDO:0005571
MONDO:0020116	MONDO:0001531
MONDO:0020126	MONDO:0005244
MONDO:0020151	MONDO:0003382
MONDO:0020166	MONDO:0008537
MONDO:0020171	MONDO:0002235
MONDO:0020175	MONDO:0021313
MONDO:0020192	MONDO:0001854
MONDO:0020198	MONDO:0002932
MONDO:0020224	MONDO:0005129
MONDO:0020239	MONDO:0001703
MONDO:0020255	MONDO:0001309
MONDO:0020256	MONDO:0700463
MONDO:0020299	MONDO:0011694
MONDO:0020300	MONDO:0000030
MONDO:0020306	MONDO:0008572
MONDO:0020309	MONDO:0009509
MONDO:0020312	MONDO:0004653
MONDO:0020314	MONDO:0005272
MONDO:0020319	MONDO:0005224
MONDO:0020327	MONDO:0004665
MONDO:0020328	MONDO:0004633
MONDO:0020329	MONDO:0004604
MONDO:0020330	MONDO:0004620
MONDO:0020335	MONDO:0009887
MONDO:0020342	MONDO:0008070
MONDO:0020345	MONDO:0700466
MONDO:0020350	MONDO:0005851
MONDO:0020358	MONDO:0007354
MONDO:0020375	MONDO:0007282
MONDO:0020471	MONDO:0006373
MONDO:0020498	MONDO:0005820
MONDO:0020503	MONDO:0032819
MONDO:0020514	MONDO:0006456
MONDO:0020515	MONDO:0006451
MONDO:0020522	MONDO:0040501
MONDO:0020534	MONDO:0001971
MONDO:0020536	MONDO:0005668
MONDO:0020548	MONDO:0008109
MONDO:0020551	MONDO:0006248
MONDO:0020564	MONDO:0005103
MONDO:0020565	MONDO:0005028
MONDO:0020566	MONDO:0003345
MONDO:0020570	MONDO:0005680
MONDO:0020643	MONDO:0800416
MONDO:0020659	MONDO:0020654
MONDO:0020668	MONDO:0010047
MONDO:0020700	MONDO:0000208
MONDO:0020719	MONDO:0018309
MONDO:0020732	MONDO:0015333
MONDO:0020742	MONDO:0008926
MONDO:0020758	MONDO:0037872
MONDO:0020802	MONDO:0020804
MONDO:0020810	MONDO:0020628
MONDO:0020871	MONDO:0015285
MONDO:0021044	MONDO:0006058
MONDO:0021051	MONDO:0015540
MONDO:0021062	MONDO:0016382
MONDO:0021087	MONDO:0003252
MONDO:0021122	MONDO:0000402
MONDO:0021150	MONDO:0021152
MONDO:0021188	MONDO:0005094
MONDO:0021191	MONDO:0016700
MONDO:0021198	MONDO:0000001
MONDO:0021200	MONDO:0000001
MONDO:0021252	MONDO:0003639
MONDO:0021257	MONDO:0021064
MONDO:0021307	MONDO:0005575
MONDO:0021421	MONDO:0021533
MONDO:0021570	MONDO:0021569
MONDO:0021628	MONDO:0001854
MONDO:0021664	MONDO:0017991
MONDO:0021668	MONDO:0700057
MONDO:0021684	MONDO:0024619
MONDO:0021720	MONDO:0000408
MONDO:0021725	MONDO:0100151
MONDO:0021909	MONDO:0007145
MONDO:0021910	MONDO:0010988
MONDO:0021937	MONDO:0011273
MONDO:0021969	MONDO:0037251
MONDO:0021971	MONDO:0009041
MONDO:0022018	MONDO:0009579
MONDO:0022145	MONDO:0008816
MONDO:0022263	MONDO:0018840
MONDO:0022314	MONDO:0016290
MONDO:0022406	MONDO:0021836
MONDO:0022418	MONDO:0011132
MONDO:0022423	MONDO:0008761
MONDO:0022434	MONDO:0011052
MONDO:0022446	MONDO:0015302
MONDO:0022460	MONDO:0010930
MONDO:0022463	MONDO:0015230
MONDO:0022469	MONDO:0015236
MONDO:0022482	MONDO:0008810
MONDO:0022512	MONDO:0020435
MONDO:0022546	MONDO:0021845
MONDO:0022556	MONDO:0022557
MONDO:0022566	MONDO:0007931
MONDO:0022605	MONDO:0008884
MONDO:0022620	MONDO:0030981
MONDO:0022651	MONDO:0007269
MONDO:0022652	MONDO:0011003
MONDO:0022676	MONDO:0015567
MONDO:0022725	MONDO:0015425
MONDO:0022819	MONDO:0020296
MONDO:0022850	MONDO:0009114
MONDO:0022857	MONDO:0019943
MONDO:0022858	MONDO:0019123
MONDO:0022869	MONDO:0001389
MONDO:0022880	MONDO:0022308
MONDO:0022913	MONDO:0010128
MONDO:0022921	MONDO:0020119
MONDO:0022926	MONDO:0016350
MONDO:0022939	MONDO:0043176
MONDO:0022940	MONDO:0022939
MONDO:0022953	MONDO:0009401
MONDO:0022982	MONDO:0015235
MONDO:0023000	MONDO:0017980
MONDO:0023008	MONDO:0023007
MONDO:0023031	MONDO:0024455
MONDO:0023037	MONDO:0023035
MONDO:0023038	MONDO:0018938
MONDO:0023041	MONDO:0009522
MONDO:0023052	MONDO:0009156
MONDO:0023065	MONDO:0007539
MONDO:0023129	MONDO:0008163
MONDO:0023140	MONDO:0015248
MONDO:0023191	MONDO:0010111
MONDO:0023194	MONDO:0015516
MONDO:0023217	MONDO:0015078
MONDO:0023235	MONDO:0044792
MONDO:0023243	MONDO:0011274
MONDO:0023303	MONDO:0008809
MONDO:0023310	MONDO:0018925
MONDO:0023539	MONDO:0023540
MONDO:0023616	MONDO:0007888
MONDO:0023663	MONDO:0008318
MONDO:0023820	MONDO:0016819
MONDO:0024252	MONDO:0014855
MONDO:0024254	MONDO:0008657
MONDO:0024255	MONDO:0100118
MONDO:0024267	MONDO:0019384
MONDO:0024289	MONDO:0017755
MONDO:0024293	MONDO:0017790
MONDO:0024351	MONDO:0008251
MONDO:0024385	MONDO:0005650
MONDO:0024390	MONDO:0006921
MONDO:0024404	MONDO:0002000
MONDO:0024460	MONDO:0005794
MONDO:0024486	MONDO:0015279
MONDO:0024581	MONDO:0024664
MONDO:0024597	MONDO:0014278
MONDO:0024812	MONDO:0002399
MONDO:0024996	MONDO:0011558
MONDO:0025155	MONDO:0005679
MONDO:0025303	MONDO:0005118
MONDO:0026754	MONDO:0009346
MONDO:0026782	MONDO:0020603
MONDO:0027416	MONDO:0011143
MONDO:0028741	MONDO:0800091
MONDO:0028742	MONDO:0800093
MONDO:0028743	MONDO:0800094
MONDO:0029146	MONDO:0019407
MONDO:0030016	MONDO:0100058
MONDO:0030032	MONDO:0015350
MONDO:0031178	MONDO:0044645
MONDO:0032576	MONDO:0100095
MONDO:0032647	MONDO:0018445
MONDO:0033187	MONDO:0014781
MONDO:0033211	MONDO:0017868
MONDO:0033939	MONDO:0060564
MONDO:0033947	MONDO:0100567
MONDO:0033981	MONDO:0010962
MONDO:0034082	MONDO:0006583
MONDO:0034099	MONDO:0012960
MONDO:0034104	MONDO:0033642
MONDO:0034122	MONDO:0014960
MONDO:0034147	MONDO:0032678
MONDO:0034186	MONDO:0029144
MONDO:0034217	MONDO:0700478
MONDO:0034663	MONDO:0800092
MONDO:0034673	MONDO:0800090
MONDO:0034678	MONDO:0700479
MONDO:0034819	MONDO:0008666
MONDO:0034820	MONDO:0976127
MONDO:0034823	MONDO:0054770
MONDO:0035117	MONDO:0958231
MONDO:0035122	MONDO:0013509
MONDO:0035160	MONDO:0012391
MONDO:0035354	MONDO:0017287
MONDO:0035363	MONDO:0060759
MONDO:0035369	MONDO:0032705
MONDO:0035383	MONDO:0100040
MONDO:0035433	MONDO:0029133
MONDO:0035454	MONDO:0012243
MONDO:0035474	MONDO:0014797
MONDO:0035529	MONDO:0020840
MONDO:0035541	MONDO:1060221
MONDO:0035542	MONDO:0009106
MONDO:0035547	MONDO:0014597
MONDO:0035635	MONDO:0030045
MONDO:0035660	MONDO:0060491
MONDO:0035661	MONDO:0032572
MONDO:0035713	MONDO:0100040
MONDO:0035774	MONDO:0013690
MONDO:0036192	MONDO:1040032
MONDO:0036491	MONDO:0006517
MONDO:0042724	MONDO:0016571
MONDO:0042908	MONDO:0015325
MONDO:0042915	MONDO:0008357
MONDO:0043181	MONDO:0009958
MONDO:0043187	MONDO:0020007
MONDO:0044331	MONDO:0011792
MONDO:0044354	MONDO:0006412
MONDO:0044618	MONDO:0010250
MONDO:0044630	MONDO:0014857
MONDO:0044652	MONDO:0014958
MONDO:0044680	MONDO:0013569
MONDO:0044684	MONDO:0006042
MONDO:0044715	MONDO:0032836
MONDO:0044716	MONDO:0030912
MONDO:0044747	MONDO:0025303
MONDO:0044790	MONDO:0044792
MONDO:0044808	MONDO:0007492
MONDO:0044876	MONDO:0015340
MONDO:0044924	MONDO:0017894
MONDO:0045031	MONDO:0001517
MONDO:0054836	MONDO:0018130
MONDO:0056821	MONDO:0015264
MONDO:0060649	MONDO:0100297
MONDO:0060712	MONDO:0035133
MONDO:0060722	MONDO:0013346
MONDO:0100005	MONDO:0033954
MONDO:0100007	MONDO:0006702
MONDO:0100025	MONDO:0017385
MONDO:0100031	MONDO:0010898
MONDO:0100032	MONDO:0005115
MONDO:0100088	MONDO:0007089
MONDO:0100189	MONDO:0700513
MONDO:0100243	MONDO:0100244
MONDO:0100245	MONDO:0100244
MONDO:0100282	MONDO:0100253
MONDO:0100300	MONDO:0011191
MONDO:0100317	MONDO:0014306
MONDO:0100334	MONDO:0100321
MONDO:0100411	MONDO:0044923
MONDO:0100461	MONDO:0800030
MONDO:0100503	MONDO:0859295
MONDO:0600011	MONDO:1010154
MONDO:0700042	MONDO:0010386
MONDO:0700044	MONDO:0014337
MONDO:0700294	MONDO:0014213
MONDO:0800112	MONDO:0004765
MONDO:0800197	MONDO:0012398
MONDO:0800294	MONDO:0018581
MONDO:0800303	MONDO:0016605
MONDO:0800316	MONDO:0018247
MONDO:0800342	MONDO:0012240
MONDO:0800343	MONDO:0016202
MONDO:0800460	MONDO:0100524
MONDO:0850090	MONDO:0032651
MONDO:0858986	MONDO:0032737
MONDO:0858987	MONDO:0032906
MONDO:0858988	MONDO:0033614
MONDO:0858989	MONDO:0030482
MONDO:0858990	MONDO:0030512
MONDO:0858991	MONDO:0030673
MONDO:0858992	MONDO:0031019
MONDO:0859001	MONDO:0859150
MONDO:0859244	MONDO:0859003
MONDO:0859345	MONDO:0035651
MONDO:0859761	MONDO:0033664
MONDO:0859762	MONDO:0033667
MONDO:0957115	MONDO:0100150
MONDO:0957221	MONDO:0018422
MONDO:0957316	MONDO:0007239
MONDO:0957319	MONDO:0019161
MONDO:0957426	MONDO:0032654
MONDO:0958129	MONDO:0957874
MONDO:0958201	MONDO:0800306
MONDO:0971094	MONDO:0014000
MONDO:8000017	MONDO:8000015
